key,description
API_ASSETS.ASE_FLOOD_ZONE_IND,ASE_FLOOD_ZONE_IND Identifies if asset is in flood zone
API_ASSETS.ASE_AGREEMENT_TYPE_CD,ASE_AGREEMENT_TYPE_CD Agreement type Code - Usage/Rental/Undefined.
API_ASSETS.ASE_AGREEMENT_TYPE_CD,ASE_AGREEMENT_TYPE_CD Agreement type Code - Usage/Rental/Undefined.
API_ASSETS.ASE_ASSOCIATION_CD,ASE_ASSOCIATION_CD Association code
API_ASSETS.ASE_BILLING_IND,ASE_BILLING_IND Billing Indicator
API_ASSETS.ASE_BILLING_POINTS,ASE_BILLING_POINTS Billing points
API_ASSETS.ASE_BUILDING_CD,ASE_BUILDING_CD Building code
API_ASSETS.ASE_CLUB_IND,ASE_CLUB_IND Club Indicator
API_ASSETS.ASE_CLUB_NAME_CD,ASE_CLUB_NAME_CD Club name code
API_ASSETS.ASE_DUE_AMT_ACCOUNT_TYPE_CD,ASE_DUE_AMT_ACCOUNT_TYPE_CD Due Amount account tye code
API_ASSETS.ASE_EXPIRED_IND,ASE_EXPIRED_IND Expired Indicator
API_ASSETS.ASE_EXPIRY_DT,ASE_EXPIRY_DT Expiry date
API_ASSETS.ASE_GRAND_FATHER_POINTS,ASE_GRAND_FATHER_POINTS Grandfather points
API_ASSETS.ASE_INVENTORY_SITE_CD,ASE_INVENTORY_SITE_CD Inventory site code
API_ASSETS.ASE_MASTER_CONS_POINT_IND,ASE_MASTER_CONS_POINT_IND Indicator to consolidate points at master account level
API_ASSETS.ASE_MEMBERSHIP_1_IND,ASE_MEMBERSHIP_1_IND Membership 1 Indicator
API_ASSETS.ASE_MEMBERSHIP_2_IND,ASE_MEMBERSHIP_2_IND Membership 2 Indicator
API_ASSETS.ASE_MEMBERSHIP_3_IND,ASE_MEMBERSHIP_3_IND Membership 3 Indicator
API_ASSETS.ASE_MEMBERSHIP_4_IND,ASE_MEMBERSHIP_4_IND Membership 4 Indicator
API_ASSETS.ASE_MEMBERSHIP_5_IND,ASE_MEMBERSHIP_5_IND Membership 5 Indicator
API_ASSETS.ASE_OTHER_ATR_10_DT,ASE_OTHER_ATR_10_DT Other attribute 10 date
API_ASSETS.ASE_OTHER_ATR_1_CD,ASE_OTHER_ATR_1_CD Other attribute 1 code
API_ASSETS.ASE_OTHER_ATR_2_CD,ASE_OTHER_ATR_2_CD Other attribute 2 code
API_ASSETS.ASE_OTHER_ATR_3_CD,ASE_OTHER_ATR_3_CD Other attribute 3 code
API_ASSETS.ASE_OTHER_ATR_4_CD,ASE_OTHER_ATR_4_CD Other attribute 4 code
API_ASSETS.ASE_OTHER_ATR_5_CD,ASE_OTHER_ATR_5_CD Other attribute 5 code
API_ASSETS.ASE_OTHER_ATR_6_DT,ASE_OTHER_ATR_6_DT Other attribute 6 date
API_ASSETS.ASE_OTHER_ATR_7_DT,ASE_OTHER_ATR_7_DT Other attribute 7 date
API_ASSETS.ASE_OTHER_ATR_8_DT,ASE_OTHER_ATR_8_DT Other attribute 8 date
API_ASSETS.ASE_OTHER_ATR_9_DT,ASE_OTHER_ATR_9_DT Other attribute 9 date
API_ASSETS.ASE_PHASE_NBR_CD,ASE_PHASE_NBR_CD Phase number code
API_ASSETS.ASE_PLUS_MEMBERSHIP_TYPE_IND,ASE_PLUS_MEMBERSHIP_TYPE_IND Plus membership type indicator
API_ASSETS.ASE_POINTS,ASE_POINTS Points
API_ASSETS.ASE_POINT_CONS_TYPE_CD,ASE_POINT_CONS_TYPE_CD Points consolidate type code
API_ASSETS.ASE_PRORATION_POINTS_IND,ASE_PRORATION_POINTS_IND Proration points Indicator
API_ASSETS.ASE_PR_MARKING_IND,ASE_PR_MARKING_IND PR marking Indicator
API_ASSETS.ASE_RESALE_IND,ASE_RESALE_IND Resale Indicator
API_ASSETS.ASE_RESORT_CD,ASE_RESORT_CD Resort code
API_ASSETS.ASE_SIGN_GRAND_FATHER_IND,ASE_SIGN_GRAND_FATHER_IND Sign grandfather Indicator
API_ASSETS.ASE_SUBSTITUTION_IND,ASE_SUBSTITUTION_IND Indicator specifying whether the asset is a substitute for a previous asset
API_ASSETS.ASE_TRADE_ELGIBLE_IND,ASE_TRADE_ELGIBLE_IND Trade eligible Indicator
API_ASSETS.ASE_TRAVEL_DT,ASE_TRAVEL_DT Travel date
API_ASSETS.ASE_UNIT_CD,ASE_UNIT_CD Unit code
API_ASSETS.ASE_UNIT_TYPE_CD,ASE_UNIT_TYPE_CD Unit type code
API_ASSETS.ASE_USAGE_START_DT,ASE_USAGE_START_DT Usage start date
API_ASSETS.ASE_USAGE_TYPE_CD,ASE_USAGE_TYPE_CD Usage type code
API_ASSETS.ASE_WEEK_CD,ASE_WEEK_CD Week code
API_ASSETS.ASE_BASE_RENT_AMT,ASE_BASE_RENT_AMT Base Rental Amount calculated in origination
API_ASSETS.ASE_CHARGE_CALC_METHOD_CD,ASE_CHARGE_CALC_METHOD_CD Charge caluclation method code for Tiered / Non Tiered.
API_ASSETS.ASE_DISCOUNT_AMT,ASE_DISCOUNT_AMT Discount Amount applicable for Rental Billing
API_ASSETS.ASE_DISCOUNT_PER,ASE_DISCOUNT_PER Discount Percentage
API_ASSETS.ASE_ELASTIC_TERM_CAL_METHOD_CD,ASE_ELASTIC_TERM_CAL_METHOD_CD Number of term by which the total units will be elapsed.
API_ASSETS.ASE_ELASTIC_USAGE_TERM,ASE_ELASTIC_USAGE_TERM Number of term by which the total units will be elapsed.
API_ASSETS.ASE_ESTIMATED_LIFE,ASE_ESTIMATED_LIFE Contains Estimated life of an Asset.
API_ASSETS.ASE_EXCESS_RENT_COL_METHOD_CD,ASE_EXCESS_RENT_COL_METHOD_CD Excess rent colculation method code for Actual/Average.
API_ASSETS.ASE_MAX_USAGE,ASE_MAX_USAGE Maximum units allowed per cycle.
API_ASSETS.ASE_MIN_USAGE,ASE_MIN_USAGE Minimum Usage
API_ASSETS.ASE_RESET_FREQUENCY,ASE_RESET_FREQUENCY Rollover/Advance units will expire at this frequency.
API_ASSETS.ASE_SECURITY_DEPOSIT_AMT,ASE_SECURITY_DEPOSIT_AMT Security deposite amount for Rental.
API_ASSETS.ASE_TERM_MAX_UNITS,ASE_TERM_MAX_UNITS Maximum units per term autocalculated value based on usage cycle and max units per cycle.
API_ASSETS.ASE_USAGE_BILL_CYCLE_CD,ASE_USAGE_BILL_CYCLE_CD Frequency code at which usage bill has be calculated.
API_ASSETS.ASE_USAGE_BILL_DT_LAST,ASE_USAGE_BILL_DT_LAST Usage bill last run date
API_ASSETS.ASE_USAGE_BILL_DT_NEXT,ASE_USAGE_BILL_DT_NEXT Next billing date for usage
API_ASSETS.ASE_USAGE_FEED_PATTERN_CD,ASE_USAGE_FEED_PATTERN_CD Usage feed pattern code for Actual/Incremental
API_ASSETS.ASE_USAGE_METHOD_CD,ASE_USAGE_METHOD_CD Usage method code for Usage/Rental
API_ASSETS.CREATED_BY,CREATED_BY Standard Who
API_ASSETS.CREATION_DATE,CREATION_DATE Standard Who
API_ACCOUNTS.ACT_FTA_TABLE_ATTRIBUTE6,ACT_FTA_TABLE_ATTRIBUTE6 Name of the account tracking attribute parameter 6
API_ACCOUNTS.ACT_FTA_TABLE_ATTRIBUTE7,ACT_FTA_TABLE_ATTRIBUTE7 Name of the account tracking attribute parameter 7
API_ACCOUNTS.ACT_FTA_TABLE_ATTRIBUTE8,ACT_FTA_TABLE_ATTRIBUTE8 Name of the account tracking attribute parameter 8
API_ACCOUNTS.ACT_FTA_TABLE_ATTRIBUTE9,ACT_FTA_TABLE_ATTRIBUTE9 Name of the account tracking attribute parameter 9
API_ACCOUNTS.ACT_FTA_TABLE_ATTRIBUTE10,ACT_FTA_TABLE_ATTRIBUTE10 Name of the account tracking attribute parameter 10
API_ACCOUNTS.ACT_VALUE1,ACT_VALUE1 Value of the account tracking attribute 1
API_ACCOUNTS.ACT_VALUE2,ACT_VALUE2 Value of the account tracking attribute 2
API_ACCOUNTS.ACT_VALUE3,ACT_VALUE3 Value of the account tracking attribute 3
API_ACCOUNTS.ACT_VALUE4,ACT_VALUE4 Value of the account tracking attribute 4
API_ACCOUNTS.ACT_VALUE5,ACT_VALUE5 Value of the account tracking attribute 5
API_ACCOUNTS.ACT_VALUE6,ACT_VALUE6 Value of the account tracking attribute 6
API_ACCOUNTS.ACT_VALUE7,ACT_VALUE7 Value of the account tracking attribute 7
API_ACCOUNTS.ACT_VALUE8,ACT_VALUE8 Value of the account tracking attribute 8
API_ACCOUNTS.ACT_VALUE9,ACT_VALUE9 Value of the account tracking attribute 9
API_ACCOUNTS.ACT_VALUE10,ACT_VALUE10 Value of the account tracking attribute 10
API_ACCOUNTS.ACC_ESC_REQUIRED_IND_CUR,ACC_ESC_REQUIRED_IND_CUR Indicates if escrow is allowed for the account (current)
API_ACCOUNTS.ACC_ESC_OPT_OUT_IND_CUR,ACC_ESC_OPT_OUT_IND_CUR Indicates whether escrow is opted out (current)
API_ACCOUNTS.ACC_ESC_ANALYSIS_RUN_DT_NEXT,ACC_ESC_ANALYSIS_RUN_DT_NEXT The latest date on which escrow analysis was done for the account
API_ACCOUNTS.ACC_ESC_PMT_AMT_CUR,ACC_ESC_PMT_AMT_CUR Escrow payment amount (current)
API_ACCOUNTS.ACC_DUE_ESC_AMT,ACC_DUE_ESC_AMT The escrow amount due for the account
API_ACCOUNTS.ACC_ESC_AMT_PD,ACC_ESC_AMT_PD Total escrow amount paid
API_ACCOUNTS.ACC_ESC_DUE_AMT1,ACC_ESC_DUE_AMT1 Escrow Due amount 1 cycle old
API_ACCOUNTS.ACC_ESC_DUE_AMT2,ACC_ESC_DUE_AMT2 Escrow Due amount 2 cycle old
API_ACCOUNTS.ACC_ESC_DUE_AMT3,ACC_ESC_DUE_AMT3 Escrow Due amount 3 cycle old
API_ACCOUNTS.ACC_ESC_DUE_AMT4,ACC_ESC_DUE_AMT4 Escrow Due amount 4 cycle old
API_ACCOUNTS.ACC_ESC_DUE_AMT5,ACC_ESC_DUE_AMT5 Escrow Due amount 5 cycle old
API_ACCOUNTS.ACC_ESC_DUE_AMT_PD1,ACC_ESC_DUE_AMT_PD1 Escrow Due amount 1 cycle old paid
API_ACCOUNTS.ACC_ESC_DUE_AMT_PD2,ACC_ESC_DUE_AMT_PD2 Escrow Due amount 2 cycle old paid
API_ACCOUNTS.ACC_ESC_DUE_AMT_PD3,ACC_ESC_DUE_AMT_PD3 Escrow Due amount 3 cycle old paid
API_ACCOUNTS.ACC_ESC_DUE_AMT_PD4,ACC_ESC_DUE_AMT_PD4 Escrow Due amount 4 cycle old paid
API_ACCOUNTS.ACC_ESC_DUE_AMT_PD5,ACC_ESC_DUE_AMT_PD5 Escrow Due amount 5 cycle old paid
API_ACCOUNTS.ACC_ESC_DUE_AMT_PD_EXCESS,ACC_ESC_DUE_AMT_PD_EXCESS Total escrow amount paid against future due dates
API_ACCOUNTS.ACC_ESC_BAL_OPEN,ACC_ESC_BAL_OPEN Opening escrow balance (ITD)
API_ACCOUNTS.ACC_ESC_BAL,ACC_ESC_BAL Current posted escrow balance for the account
API_ACCOUNTS.ACC_ESC_BAL_PD,ACC_ESC_BAL_PD Escrow balance paid (ITD)
API_ACCOUNTS.ACC_ESC_BAL_ADJUST_PLUS,ACC_ESC_BAL_ADJUST_PLUS Positive adjustment escrow balance (ITD)
API_ACCOUNTS.ACC_ESC_BAL_ADJUST_MINUS,ACC_ESC_BAL_ADJUST_MINUS Negative adjustment escrow balance (ITD)
API_ACCOUNTS.ACC_NON_PERFORM_IND,ACC_NON_PERFORM_IND Indicates whether account is in non-performing state
API_ACCOUNTS.ACC_NON_PERFORM_TYPE_CD,ACC_NON_PERFORM_TYPE_CD Reference key to lookup Non-Performance types such as non-accrual  etc
API_ACCOUNTS.ACC_NON_PERFORM_INT_REBATE,ACC_NON_PERFORM_INT_REBATE Interest rebate computed when account gets into non-performing state
API_ACCOUNTS.ACC_PROM_END_DT,ACC_PROM_END_DT The date on which promotion ends
API_ACCOUNTS.ACC_PROM_PERIOD_TYPE_CD,ACC_PROM_PERIOD_TYPE_CD Promotion period type
API_ACCOUNTS.ACC_PROM_TOLERANCE_AMT,ACC_PROM_TOLERANCE_AMT Promotion tolerance amount checked against outstanding balance for promotion benefits
API_ACCOUNTS.ACC_FINAL_PMT_AMT,ACC_FINAL_PMT_AMT Final payment amount
API_ACCOUNTS.ACC_ADV_DRAW_END_DT,ACC_ADV_DRAW_END_DT The end date to draw advance for stage funded loans
API_ACCOUNTS.ACC_COUPON_FIRST_PMT_DT_CUR,ACC_COUPON_FIRST_PMT_DT_CUR The date on which first payment is expected on the re-ordered coupon book (Current) and it is used for converting accounts from other system
API_ACCOUNTS.ACC_COUPON_NOS_CUR,ACC_COUPON_NOS_CUR Number of coupons for order (Current) and it is used for converting accounts from other system
API_ACCOUNTS.ACC_COUPON_ORDER_BY_CUR,ACC_COUPON_ORDER_BY_CUR Identifies coupon ordered by (Current) and it is used for converting accounts from other system
API_ACCOUNTS.ACC_COUPON_ORDER_IND_CUR,ACC_COUPON_ORDER_IND_CUR Indicates whether the coupon has been re-ordered (Current) and it is used for converting accounts from other system
API_ACCOUNTS.ACC_COUPON_START_NO_CUR,ACC_COUPON_START_NO_CUR The starting number of the coupon (Current) and it is used for converting accounts from other system
API_ACCOUNTS.ACC_STATE_CD,ACC_STATE_CD Reference key to lookup state code and it is used for converting accounts from other system
API_ACCOUNTS.ACC_RATE_CHG_RSC_METHOD_CD,ACC_RATE_CHG_RSC_METHOD_CD Reference key to lookup Rate Change Reschedule Method and it is used for converting accounts from other system
API_ACCOUNTS.ACC_RATE_CHG_RSC_VALUE,ACC_RATE_CHG_RSC_VALUE The percentage value to be used to change the payment amount when rate changes on account and it is used for converting accounts from other system
API_ACCOUNTS.ACC_RATE_CHG_OCCURANCES_MAX,ACC_RATE_CHG_OCCURANCES_MAX The maximum number of rate change occurrences for the particular rate adjustment frequency and it is used for converting accounts from other system
API_ACCOUNTS.ACC_FLEXIBLE_REPAYMENT_IND,ACC_FLEXIBLE_REPAYMENT_IND Indicates Flexible Repayment option is allowed or not and it is used for converting accounts from other system
API_ACCOUNTS.ACC_REPAYMENT_TYPE_CD,ACC_REPAYMENT_TYPE_CD Reference key to lookup account repayment type and it is used for converting accounts from other system
API_ACCOUNTS.ACC_LOSS_RESERVE_PRO_IND,ACC_LOSS_RESERVE_PRO_IND Indicates if account has contributed to dealer loss reserve and it is used for converting accounts from other system
API_ACCOUNTS.ACC_PRODUCER_HOLDBACK_AMT,ACC_PRODUCER_HOLDBACK_AMT Stores the amount held back from dealer proceed on that account and it is used for converting accounts from other system
API_ACCOUNTS.ACC_PROM_CANCEL_DLQ_DAYS,ACC_PROM_CANCEL_DLQ_DAYS Stores the delinquency days after which the promotion is cancelled automatically and it is used for converting accounts from other system
API_ACCOUNTS.ACC_CRB_ACC_STATUS_CD,ACC_CRB_ACC_STATUS_CD Reference key to lookup credit bureau account status
API_ACCOUNTS.ACC_RECURRING_CRD_PMT_IND,ACC_RECURRING_CRD_PMT_IND Recurring Credit Payment Indicator
API_ACCOUNTS.ACC_RECURRING_CRD_PMT_AMT,ACC_RECURRING_CRD_PMT_AMT Recurring Credit Payment Amount
API_ACCOUNTS.ACC_CRD_START_DT,ACC_CRD_START_DT Account Credit Start Date
API_ACCOUNTS.ACC_IN_PROMOTION_IND,ACC_IN_PROMOTION_IND Indicates whether or not the account is in promotion and it is used for converting accounts from other system
API_ACCOUNTS.ACC_INT_AMT_ESTIMATED_CUR,ACC_INT_AMT_ESTIMATED_CUR Total current interest estimated amount for pre-compute loans and it is used for converting accounts from other system
API_ACCOUNTS.ACC_INDEX_RATE_ROUND_FACTOR_CD,ACC_INDEX_RATE_ROUND_FACTOR_CD Reference key to lookup index rate round factor
API_ACCOUNTS.ACC_COLLECT_INTEREST_IND,ACC_COLLECT_INTEREST_IND Indicates whether the interest has to be collected or not
API_ACCOUNTS.ACC_BOOK_NO,ACC_BOOK_NO Account Book Number and it is used for converting accounts from other system
API_ACCOUNTS.ACC_PAGE_NBR,ACC_PAGE_NBR Account Page Number and it is used for converting accounts from other system
API_ACCOUNTS.ACC_DEEDING_PAGE_NO,ACC_DEEDING_PAGE_NO Account Deeding Page Number and it is used for converting accounts from other system
API_ACCOUNTS.ACC_DEEDING_BOOK_NO,ACC_DEEDING_BOOK_NO Account Deeding Book Number and it is used for converting accounts from other system
API_ACCOUNTS.ACC_DEEDING_TRANSMITTAL_NO,ACC_DEEDING_TRANSMITTAL_NO Stores the Deeding Transmittal Number and it is used for converting accounts from other system
API_ACCOUNTS.ACC_MRTG_RECORDING_DT,ACC_MRTG_RECORDING_DT Stores the Mortgage Recording Date and it is used for converting accounts from other system
API_ACCOUNTS.ACC_DEED_RECORDING_DT,ACC_DEED_RECORDING_DT Stores the Deed Recording Date and it is used for converting accounts from other system
API_ACCOUNTS.ACC_DEED_INPUT_DT,ACC_DEED_INPUT_DT Stores the Deed Input Date and it is used for converting accounts from other system
API_ACCOUNTS.ACC_NOTE_TRANSMITTAL_NO,ACC_NOTE_TRANSMITTAL_NO Stores the Note Transmittal Number and it is used for converting accounts from other system
API_ACCOUNTS.ACC_CNCL_CSHOT_TRANSMITTAL_NBR,ACC_CNCL_CSHOT_TRANSMITTAL_NBR Cancel/Cashout Transmittal Number and it is used for converting accounts from other system
API_ACCOUNTS.ACC_RATE_CHG_OCCURANCES,ACC_RATE_CHG_OCCURANCES The number of times rate change has occurred for the particular rate adjustment frequency on account and it is used for converting accounts from other system
API_ACCOUNTS.ACC_RATE_CHG_PERIOD,ACC_RATE_CHG_PERIOD Stores the time or period between subsequent rate change based on rate adjustment frequency on account and it is used for converting accounts from other system
API_ACCOUNTS.ACC_RATE_CHG_FREQ_TYPE_CD,ACC_RATE_CHG_FREQ_TYPE_CD Reference key to lookup rate change frequency type such as MONTHLY QUARTERLY etc and it is used for converting accounts from other system
API_ACCOUNTS.ACC_RATE_EFFECTIVE_CUR,ACC_RATE_EFFECTIVE_CUR Stores the current effective rate
API_ACCOUNTS.ACC_MRATE_EFFECTIVE_CUR,ACC_MRATE_EFFECTIVE_CUR Stores the current effective margin rate
API_ACCOUNTS.ACC_INDEX_RATE_EFFECTIVE_CUR,ACC_INDEX_RATE_EFFECTIVE_CUR Stores the current effective index rate
API_ACCOUNTS.ACC_TIME_ZONE_CD,ACC_TIME_ZONE_CD Stores the Time Zone Code. This is used for Conversion of data from other system
API_ACCOUNTS.ACC_TOTAL_DISCOUNT_RATE,ACC_TOTAL_DISCOUNT_RATE Stores the Total Discount Rate. This is used for Conversion of data from other system
API_ACCOUNTS.ACC_REPMT_FIXED_PRINCIPAL_AMT,ACC_REPMT_FIXED_PRINCIPAL_AMT Stores Principal Amount calculated
API_ACCOUNTS.ACC_EXTEND_BALLOON_TERM_MAX,ACC_EXTEND_BALLOON_TERM_MAX Stores the maximum Extendable Balloon term
API_ACCOUNTS.ACC_LOAN_CUR_CURRENCY_CODE,ACC_LOAN_CUR_CURRENCY_CODE Reference key to Currency  Loan Currency
API_ACCOUNTS.ACC_RPMT_CUR_CURRENCY_CODE_CUR,ACC_RPMT_CUR_CURRENCY_CODE_CUR Reference key to Currency  Repayment Currency (Current)
API_ACCOUNTS.ACC_AMT_PD_IN_EXCESS,ACC_AMT_PD_IN_EXCESS Stores information on Amount paid in Excess
API_ACCOUNTS.ACC_ACH_FEE_IND,ACC_ACH_FEE_IND ACH fee indicator
API_ACCOUNTS.ACC_PMT_MAX_INCREASE_YEAR,ACC_PMT_MAX_INCREASE_YEAR Payment max increase year
API_ACCOUNTS.ACC_PMT_MAX_INCREASE_LIFE,ACC_PMT_MAX_INCREASE_LIFE Payment max increase life
API_ACCOUNTS.ACC_PMT_START_OF_YEAR,ACC_PMT_START_OF_YEAR Payment start of the year
API_ACCOUNTS.ACC_AAG_START_DT,ACC_AAG_START_DT Plan arrangement start date
API_ACCOUNTS.ACC_AAG_END_DT,ACC_AAG_END_DT Plan arrangement end date
API_ACCOUNTS.ACC_AAG_IND,ACC_AAG_IND Plan arrangement indicator
API_ACCOUNTS.ACC_SIGNING_DT,ACC_SIGNING_DT Account signing date
API_ACCOUNTS.ACC_PROBABLE_DELIVERY_DT,ACC_PROBABLE_DELIVERY_DT Accounts probable delivery date
API_ACCOUNTS.ACC_RENTAL_FEE,ACC_RENTAL_FEE Rental fee
API_ACCOUNTS.ACC_RESIDUAL_DAYS,ACC_RESIDUAL_DAYS Residual days
API_ACCOUNTS.ACC_PROM_PROFIT_RATE,ACC_PROM_PROFIT_RATE Promotional profit rate
API_ACCOUNTS.ACC_STOP_ACCRUAL_DAYS,ACC_STOP_ACCRUAL_DAYS Stop Accrual Days for accounts
API_ACCOUNTS.ACC_LIAB_NBR,ACC_LIAB_NBR Liability number for accounts
API_ACCOUNTS.ACC_POOL_CODE,ACC_POOL_CODE Pool code for the account
API_ACCOUNTS.ACC_LINE_CODE,ACC_LINE_CODE The   line code for accounts
API_ACCOUNTS.ACC_LINE_SERIAL_NO,ACC_LINE_SERIAL_NO Line Serial Number for accounts
API_ACCOUNTS.ACC_UTILIZATION_REF_NBR,ACC_UTILIZATION_REF_NBR Utilization Reference number  for  account
API_ACCOUNTS.ACC_DIRECT_DISB_MODE_CD,ACC_DIRECT_DISB_MODE_CD Reference key to lookup  account  direct disbursement mode code for accounts
API_ACCOUNTS.ACC_DIRECT_DISB_CASA_ACC_NBR,ACC_DIRECT_DISB_CASA_ACC_NBR Direct disbursement casa  account number for accounts
API_ACCOUNTS.ACC_SUBUNIT_CD,ACC_SUBUNIT_CD Stores the Sale transfer Sub Unit Code
API_ACCOUNTS.ACC_SCRA_IND,ACC_SCRA_IND Stores the SCRA indicator
API_ACCOUNTS.ACC_RATE_LAST,ACC_RATE_LAST Stores the last rate
API_ACCOUNTS.ACC_CRB_FULL_PMT_HISTORY,ACC_CRB_FULL_PMT_HISTORY Complete credit bureau payment rating history
API_ACCOUNTS.ACC_RAT_RUN_DT_NEXT,ACC_RAT_RUN_DT_NEXT Next run date of rate change processing
API_ACCOUNTS.ACC_RATE_START_OF_YEAR,ACC_RATE_START_OF_YEAR Rate at the beginning of the year
API_ACCOUNTS.ACC_CHGOFF_AMT,ACC_CHGOFF_AMT Total charged off amount
API_ACCOUNTS.ACC_DDT_RUN_DT_LAST,ACC_DDT_RUN_DT_LAST Effective date of last billing date
API_ACCOUNTS.ACC_CRB_FIRST_DLQ_DT,ACC_CRB_FIRST_DLQ_DT Date on which the account went delinquent for the first time
API_ACCOUNTS.ACC_CLOSE_DT,ACC_CLOSE_DT Date on which account was closed
API_ACCOUNTS.ACC_OPEN_IND,ACC_OPEN_IND Indicates whether the account is open or closed
API_ACCOUNTS.ACC_INDEX_RATE,ACC_INDEX_RATE Index rate(Original)
API_ACCOUNTS.ACC_MRATE,ACC_MRATE Margin rate(Original)
API_ACCOUNTS.ACC_ACCRUAL_DT_START,ACC_ACCRUAL_DT_START Date on which interest accrual date starts
API_ACCOUNTS.ACC_APP_ORIG_SYS_XREF,ACC_APP_ORIG_SYS_XREF Reference key to application id of legacy system
API_ACCOUNTS.ACC_OPEN_IND,ACC_OPEN_IND Indicates whether the account is open or closed
API_ACCOUNTS.ACC_STATUS_CD,ACC_STATUS_CD The status of the account such as ACTIVE  CHGOFF  PAID
API_ACCOUNTS.ACC_EFFECTIVE_DT,ACC_EFFECTIVE_DT The date on which the account become effective
API_ACCOUNTS.ACC_RATE_START_OF_YEAR,ACC_RATE_START_OF_YEAR Rate at the beginning of the year
API_ACCOUNTS.ACC_TERM_CUR,ACC_TERM_CUR Term of the contract(Current)
API_ACCOUNTS.ACC_TERM_PD,ACC_TERM_PD Term paid
API_ACCOUNTS.ACC_MATURITY_DT_CUR,ACC_MATURITY_DT_CUR The date on which the account would mature(Current)
API_ACCOUNTS.ACC_BALLOON_AMT_CUR,ACC_BALLOON_AMT_CUR Current balloon payment amount
API_ACCOUNTS.ACC_ACCRUAL_DT_START,ACC_ACCRUAL_DT_START Date on which interest accrual date starts
API_ACCOUNTS.ACC_ACCRUAL_DT_LAST,ACC_ACCRUAL_DT_LAST The date on which last interest accrual was done
API_ACCOUNTS.ACC_ACCRUAL_STOP_IND,ACC_ACCRUAL_STOP_IND Indicates whether accrual has been stopped
API_ACCOUNTS.ACC_EXTN_COUNT_YEAR,ACC_EXTN_COUNT_YEAR Number of extensions given in a year
API_ACCOUNTS.ACC_EXTN_COUNT_LIFE,ACC_EXTN_COUNT_LIFE Number of extensions given in the life of the account
API_ACCOUNTS.ACC_EXTN_TERM_YEAR,ACC_EXTN_TERM_YEAR Number of cycles extended  in a year
API_ACCOUNTS.ACC_EXTN_TERM_LIFE,ACC_EXTN_TERM_LIFE Number of cycles extended in the life of the account
API_ACCOUNTS.ACC_EXTN_DT_LAST,ACC_EXTN_DT_LAST The date on which last extension was given
API_ACCOUNTS.ACC_ADV_DT_LAST,ACC_ADV_DT_LAST The date on which last advance was given
API_ACCOUNTS.ACC_PMT_DT_LAST,ACC_PMT_DT_LAST The date on which last payment was received
API_ACCOUNTS.ACC_PMT_AMT_LAST,ACC_PMT_AMT_LAST The amount of the last payment received
API_ACCOUNTS.ACC_LAST_ACTIVITY_DT,ACC_LAST_ACTIVITY_DT The date on which last activity was performed on an account
API_ACCOUNTS.ACC_CLOSE_DT,ACC_CLOSE_DT Date on which account was closed
API_ACCOUNTS.ACC_RATE_CUR,ACC_RATE_CUR The contract rate(Current)
API_ACCOUNTS.ACC_PMT_AMT_CUR,ACC_PMT_AMT_CUR Payment amount(Current)
API_ACCOUNTS.ACC_ACH_IND_CUR,ACC_ACH_IND_CUR Indicates whether the account has been setup for ACH (Current)
API_ACCOUNTS.ACC_ACH_BANK_NAME_CUR,ACC_ACH_BANK_NAME_CUR The name of the ACH bank of the customer (Current)
API_ACCOUNTS.ACC_ACH_BANK_ROUTING_NBR_CUR,ACC_ACH_BANK_ROUTING_NBR_CUR The 9-digit ABA number of the ACH bank of the customer. (Current)
API_ACCOUNTS.ACC_ACH_ACCOUNT_TYPE_CD_CUR,ACC_ACH_ACCOUNT_TYPE_CD_CUR Reference key to lookup ACH account type such as checking saving etc (Current)
API_ACCOUNTS.ACC_ACH_ACCOUNT_NBR_CUR,ACC_ACH_ACCOUNT_NBR_CUR The account number of the bank for ACH transaction (Current)
API_ACCOUNTS.ACC_ACH_PMT_DAY_CUR,ACC_ACH_PMT_DAY_CUR The day on which debit to ACH will occur (Current)
API_ACCOUNTS.ACC_ACH_PMT_AMT_CUR,ACC_ACH_PMT_AMT_CUR Amount of payment used in ACH transaction. (Current)
API_ACCOUNTS.ACC_ACH_PMT_FREQ_CD_CUR,ACC_ACH_PMT_FREQ_CD_CUR Reference key to lookup ACH payment frequency such as weekly monthly etc (Current)
API_ACCOUNTS.ACC_ACH_START_DT_CUR,ACC_ACH_START_DT_CUR The date on which ACH processing started (Current)
API_ACCOUNTS.ACC_ACH_PROCESS_DT_NEXT,ACC_ACH_PROCESS_DT_NEXT The date on which last ACH processing was done
API_ACCOUNTS.ACC_DUE_DAY_CUR,ACC_DUE_DAY_CUR The current due day of the account
API_ACCOUNTS.ACC_INT_ACCRUED_AMT,ACC_INT_ACCRUED_AMT Total amount of interest accrued
API_ACCOUNTS.ACC_DUE_DT1,ACC_DUE_DT1 1 cycle old due date
API_ACCOUNTS.ACC_DUE_DT2,ACC_DUE_DT2 2 cycle old due date
API_ACCOUNTS.ACC_DUE_DT3,ACC_DUE_DT3 3 cycle old due date
API_ACCOUNTS.ACC_DUE_DT4,ACC_DUE_DT4 4 cycle old due date
API_ACCOUNTS.ACC_DUE_DT5,ACC_DUE_DT5 5 cycle old due date
